path,topic_name,message_type,rosbag_duration,message_count
/rosbags2/NuScenes-v1.0-mini-scene-0553,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0553,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0553,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0553,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0553,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0553,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.900489,32755
/rosbags2/NuScenes-v1.0-mini-scene-0916,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-0916,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-0916,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-0916,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-0916,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-0916,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.900506,32574
/rosbags2/NuScenes-v1.0-mini-scene-1077,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-1077,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-1077,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-1077,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-1077,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-1077,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.950247,32536
/rosbags2/NuScenes-v1.0-mini-scene-0655,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0655,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0655,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0655,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0655,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0655,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.799171,32294
/rosbags2/NuScenes-v1.0-mini-scene-0757,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0757,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0757,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0757,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0757,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0757,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.848509,32101
/rosbags2/NuScenes-v1.0-mini-scene-0796,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-0796,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-0796,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-0796,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-0796,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-0796,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.599675,32061
/rosbags2/NuScenes-v1.0-mini-scene-1100,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1100,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1100,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1100,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1100,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1100,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.499052,31981
/rosbags2/NuScenes-v1.0-mini-scene-1094,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-1094,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-1094,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-1094,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-1094,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-1094,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.499569,31735
/rosbags2/NuScenes-v1.0-mini-scene-0103,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0103,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0103,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0103,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0103,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0103,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.400637,31661
/rosbags2/NuScenes-v1.0-mini-scene-0061,/RADAR_FRONT_RIGHT,sensor_msgs/msg/PointCloud2,19.149566,30884
/rosbags2/NuScenes-v1.0-mini-scene-0061,/RADAR_BACK_LEFT,sensor_msgs/msg/PointCloud2,19.149566,30884
/rosbags2/NuScenes-v1.0-mini-scene-0061,/RADAR_BACK_RIGHT,sensor_msgs/msg/PointCloud2,19.149566,30884
/rosbags2/NuScenes-v1.0-mini-scene-0061,/RADAR_FRONT_LEFT,sensor_msgs/msg/PointCloud2,19.149566,30884
/rosbags2/NuScenes-v1.0-mini-scene-0061,/RADAR_FRONT,sensor_msgs/msg/PointCloud2,19.149566,30884
/rosbags2/NuScenes-v1.0-mini-scene-0061,/LIDAR_TOP,sensor_msgs/msg/PointCloud2,19.149566,30884
